Set,Exercise Name,Time,Rest,Reps,Weight,Volume,SessionStart,LocalDate,Sport,File,FileBytes
11,Exercise None,00:42.8,,10,30 kg,300 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
12,Exercise None,01:43.8,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
13,Exercise None,00:38.7,,10,30 kg,300 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
14,Exercise None,02:12.6,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
15,Exercise None,00:59.9,,10,50 kg,500 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
16,Exercise None,01:39.3,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
17,Exercise None,00:57.6,,10,50 kg,500 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
18,Exercise None,01:23.2,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
19,Exercise None,00:56.4,,10,50 kg,500 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
20,Exercise None,03:17.0,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
21,Exercise None,00:04.4,,3,45 kg,135 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
22,Exercise None,01:02.9,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
23,Exercise None,00:40.1,,3,45 kg,135 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
24,Exercise None,01:20.3,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
25,Exercise None,00:35.4,,3,45 kg,135 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
26,Exercise None,02:09.2,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
27,Exercise None,00:03.7,,3,45 kg,135 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
28,Exercise None,02:25.9,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
29,Exercise None,00:03.8,,10,40 kg,400 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
30,Exercise None,01:31.2,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
31,Exercise None,00:53.0,,10,30 kg,300 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
32,Exercise None,02:04.0,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
33,Exercise None,01:09.1,,10,30 kg,300 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
34,Exercise None,01:42.4,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
35,Exercise None,00:32.0,,10,30 kg,300 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
36,Exercise None,00:41.2,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
37,Exercise None,00:32.8,,10,30 kg,300 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
38,Exercise None,01:00.6,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
39,Exercise None,00:31.4,,10,30 kg,300 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
40,Exercise None,00:42.3,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
41,Exercise None,00:35.7,,10,0 kg,0 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
42,Exercise None,00:47.8,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
43,Exercise None,00:34.9,,0,0 kg,0 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
44,Exercise None,00:40.6,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
45,Exercise None,00:36.2,,10,0 kg,0 kg,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
46,Exercise None,00:08.8,,,,,30/09/2024 2:39,30/09/2024,training,j.campton_282083930484.fit,49206
1,Exercise None,01:04.3,,5,20 kg,100 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
2,Exercise None,02:22.5,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
3,Exercise None,00:04.9,,10,30 kg,300 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
4,Exercise None,02:48.4,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
5,Exercise None,00:03.8,,10,30 kg,300 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
6,Exercise None,01:17.0,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
7,Exercise None,01:46.7,,10,30 kg,300 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
8,Exercise None,02:00.3,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
9,Exercise None,00:56.9,,10,45 kg,450 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
10,Exercise None,00:59.1,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
11,Exercise None,00:54.9,,10,45 kg,450 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
12,Exercise None,01:01.9,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
13,Exercise None,00:56.1,,10,45 kg,450 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
14,Exercise None,02:08.5,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
15,Exercise None,00:56.1,,10,32.5 kg,325 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
16,Exercise None,01:08.7,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
17,Exercise None,00:38.5,,10,32.5 kg,325 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
18,Exercise None,01:02.2,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
19,Exercise None,00:45.9,,10,32.5 kg,325 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
20,Exercise None,02:00.5,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
21,Exercise None,00:54.6,,2,50 kg,100 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
22,Exercise None,01:00.7,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
23,Exercise None,00:47.6,,2,50 kg,100 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
24,Exercise None,00:58.1,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
25,Exercise None,00:39.4,,2,50 kg,100 kg,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
26,Exercise None,01:10.8,,,,,3/10/2024 22:59,3/10/2024,training,j.campton_282910437417.fit,78606
